20429 // magic number - today's date
# fits for colllisional rates within H2
# >>refer	H2	collision	Le Bourlot, J., Pineau des Forets, G., & Flower, D.R. 1999, MNRAS, 305, 802
#log(q(v,j to v',j') cm3s-1)=a+b/t+c/t2 where t=(T(K)/1000)+dt, 
#v_upper	j_upper	v_lower	j_lower	a	b	c
0	13	1	5	-1.28E+01	-1.42E+01	2.62E+00
0	13	0	11	-9.88E+00	-6.34E+00	3.33E-01
0	13	1	7	-1.21E+01	-1.18E+01	1.41E+00
0	13	2	1	-1.54E+01	-1.87E+01	2.82E+00
0	13	2	3	-1.48E+01	-1.48E+01	-4.10E-01
0	13	1	9	-1.13E+01	-1.01E+01	2.01E+00
2	5	0	1	-1.31E+01	-1.99E+01	1.17E+01
2	5	0	3	-1.27E+01	-1.84E+01	1.09E+01
2	5	0	5	-1.26E+01	-1.58E+01	9.23E+00
2	5	0	7	-1.25E+01	-1.28E+01	3.85E+00
2	5	1	1	-1.17E+01	-1.17E+01	2.92E+00
2	5	1	3	-1.11E+01	-1.13E+01	3.59E+00
2	5	0	9	-1.29E+01	-8.51E+00	2.31E-01
2	5	1	5	-1.06E+01	-1.02E+01	3.54E+00
2	5	0	11	-1.28E+01	-1.11E+01	8.81E-01
2	5	1	7	-1.08E+01	-5.73E+00	-3.91E-01
2	5	2	1	-1.06E+01	-4.87E+00	1.81E-01
2	5	2	3	-9.72E+00	-2.81E+00	-6.87E-01
2	5	1	9	-1.07E+01	-1.03E+01	2.84E+00
2	5	0	13	-1.38E+01	-1.09E+01	-3.68E+00
1	11	0	1	-1.41E+01	-1.98E+01	7.46E+00
1	11	0	3	-1.33E+01	-1.82E+01	6.63E+00
1	11	0	5	-1.27E+01	-1.65E+01	5.85E+00
1	11	0	7	-1.20E+01	-1.49E+01	5.24E+00
1	11	1	1	-1.34E+01	-1.47E+01	4.40E+00
1	11	1	3	-1.24E+01	-1.23E+01	2.77E+00
1	11	0	9	-1.14E+01	-1.30E+01	4.56E+00
1	11	1	5	-1.15E+01	-1.01E+01	1.46E+00
1	11	0	11	-1.09E+01	-9.70E+00	2.83E+00
1	11	1	7	-1.07E+01	-7.79E+00	3.46E-01
1	11	2	1	-1.33E+01	-1.47E+01	1.78E+00
1	11	2	3	-1.25E+01	-1.20E+01	8.64E-02
1	11	1	9	-9.82E+00	-5.42E+00	-1.62E-02
1	11	0	13	-1.08E+01	-3.27E+00	-1.48E+00
1	11	2	5	-1.17E+01	-9.43E+00	-1.37E+00
2	7	0	1	-1.35E+01	-2.17E+01	1.23E+01
2	7	0	3	-1.28E+01	-2.11E+01	1.26E+01
2	7	0	5	-1.24E+01	-1.93E+01	1.15E+01
2	7	0	7	-1.23E+01	-1.59E+01	8.67E+00
2	7	1	1	-1.23E+01	-1.32E+01	3.29E+00
2	7	1	3	-1.16E+01	-1.22E+01	3.31E+00
2	7	0	9	-1.22E+01	-1.19E+01	3.10E+00
2	7	1	5	-1.10E+01	-1.14E+01	3.50E+00
2	7	0	11	-1.28E+01	-6.95E+00	-4.63E-01
2	7	1	7	-1.06E+01	-9.17E+00	2.11E+00
2	7	2	1	-1.14E+01	-7.09E+00	1.31E-02
2	7	2	3	-1.06E+01	-5.06E+00	-8.84E-01
2	7	1	9	-1.06E+01	-5.36E+00	-1.26E-01
2	7	0	13	-1.29E+01	-8.66E+00	-2.01E+00
2	7	2	5	-9.75E+00	-3.21E+00	-1.33E+00
2	7	1	11	-1.09E+01	-6.27E+00	-3.49E+00
3	1	0	1	-1.57E+01	-1.02E+01	4.13E+00
3	1	0	3	-1.49E+01	-1.39E+01	6.09E+00
3	1	0	5	-1.46E+01	-1.51E+01	5.70E+00
3	1	0	7	-1.45E+01	-1.53E+01	3.65E+00
3	1	1	1	-1.28E+01	-1.23E+01	3.30E+00
3	1	1	3	-1.28E+01	-1.05E+01	-5.14E-02
3	1	0	9	-1.42E+01	-1.53E+01	2.23E+00
3	1	1	5	-1.30E+01	-1.02E+01	3.15E-01
3	1	0	11	-1.37E+01	-1.72E+01	2.47E+00
3	1	1	7	-1.31E+01	-9.06E+00	-2.01E+00
3	1	2	1	-1.14E+01	-6.20E+00	-2.01E+00
3	1	2	3	-1.15E+01	-4.26E+00	-3.97E+00
3	1	1	9	-1.28E+01	-1.17E+01	-8.90E-01
3	1	0	13	-1.47E+01	-1.40E+01	-2.57E+00
3	1	2	5	-1.15E+01	-5.15E+00	-3.41E+00
3	1	1	11	-1.25E+01	-1.21E+01	-4.00E+00
3	1	2	7	-1.18E+01	-5.67E+00	-5.55E+00
0	15	0	1	-1.58E+01	-2.24E+01	8.81E+00
0	15	0	3	-1.46E+01	-2.01E+01	7.10E+00
0	15	0	5	-1.36E+01	-1.77E+01	5.33E+00
0	15	0	7	-1.27E+01	-1.52E+01	3.70E+00
0	15	1	1	-1.55E+01	-2.24E+01	7.50E+00
0	15	1	3	-1.45E+01	-1.93E+01	5.16E+00
0	15	0	9	-1.18E+01	-1.25E+01	2.00E+00
0	15	1	5	-1.36E+01	-1.65E+01	3.15E+00
0	15	0	11	-1.10E+01	-9.38E+00	4.35E-01
0	15	1	7	-1.28E+01	-1.37E+01	1.46E+00
0	15	2	1	-1.57E+01	-1.90E+01	4.54E+00
0	15	2	3	-1.46E+01	-1.63E+01	2.68E+00
0	15	1	9	-1.19E+01	-1.09E+01	1.73E-01
0	15	0	13	-1.01E+01	-5.84E+00	-7.47E-01
0	15	2	5	-1.37E+01	-1.37E+01	8.00E-01
0	15	1	11	-1.10E+01	-8.31E+00	-2.67E-01
0	15	2	7	-1.29E+01	-1.11E+01	-9.25E-01
0	15	3	1	-1.57E+01	-1.55E+01	-4.70E+00
3	3	0	1	-1.56E+01	-1.43E+01	8.59E+00
3	3	0	3	-1.53E+01	-1.24E+01	7.10E+00
3	3	0	5	-1.42E+01	-1.74E+01	1.00E+01
3	3	0	7	-1.40E+01	-1.66E+01	7.26E+00
3	3	1	1	-1.26E+01	-1.71E+01	8.60E+00
3	3	1	3	-1.25E+01	-1.43E+01	6.06E+00
3	3	0	9	-1.33E+01	-1.82E+01	7.84E+00
3	3	1	5	-1.24E+01	-1.22E+01	3.20E+00
3	3	0	11	-1.33E+01	-1.55E+01	2.38E+00
3	3	1	7	-1.26E+01	-1.00E+01	1.63E+00
3	3	2	1	-1.14E+01	-9.75E+00	2.50E+00
3	3	2	3	-1.10E+01	-8.72E+00	2.12E+00
3	3	1	9	-1.22E+01	-1.16E+01	1.06E+00
3	3	0	13	-1.40E+01	-1.35E+01	-3.70E-01
3	3	2	5	-1.12E+01	-4.88E+00	-1.82E+00
3	3	1	11	-1.19E+01	-1.17E+01	-1.22E+00
3	3	2	7	-1.11E+01	-7.23E+00	-2.12E-01
3	3	3	1	-9.59E+00	-2.73E+00	3.26E-01
3	3	0	15	-1.42E+01	-1.34E+01	-4.84E+00
2	9	0	1	-1.45E+01	-2.12E+01	9.52E+00
2	9	0	3	-1.38E+01	-2.10E+01	1.03E+01
2	9	0	5	-1.31E+01	-1.99E+01	9.99E+00
2	9	0	7	-1.26E+01	-1.80E+01	8.92E+00
2	9	1	1	-1.34E+01	-1.26E+01	1.13E-01
2	9	1	3	-1.27E+01	-1.15E+01	-2.51E-02
2	9	0	9	-1.23E+01	-1.47E+01	6.20E+00
2	9	1	5	-1.20E+01	-1.05E+01	5.63E-02
2	9	0	11	-1.21E+01	-9.35E+00	-1.99E-01
2	9	1	7	-1.13E+01	-9.67E+00	4.15E-01
2	9	2	1	-1.28E+01	-7.90E+00	-1.63E+00
2	9	2	3	-1.18E+01	-6.01E+00	-2.57E+00
2	9	1	9	-1.09E+01	-6.52E+00	-1.61E+00
2	9	0	13	-1.24E+01	-4.62E+00	-3.19E+00
2	9	2	5	-1.10E+01	-4.10E+00	-3.40E+00
2	9	1	11	-1.04E+01	-2.51E+00	-3.71E+00
2	9	2	7	-1.01E+01	-1.97E+00	-4.01E+00
2	9	3	1	-1.23E+01	-7.66E+00	-6.77E+00
2	9	0	15	-1.22E+01	-7.64E+00	-2.16E+00
2	9	3	3	-1.16E+01	-5.79E+00	-7.08E+00
1	13	0	1	-1.49E+01	-2.27E+01	8.86E+00
1	13	0	3	-1.41E+01	-2.09E+01	7.72E+00
1	13	0	5	-1.34E+01	-1.89E+01	6.65E+00
1	13	0	7	-1.27E+01	-1.71E+01	5.78E+00
1	13	1	1	-1.40E+01	-1.98E+01	7.65E+00
1	13	1	3	-1.31E+01	-1.67E+01	5.37E+00
1	13	0	9	-1.20E+01	-1.54E+01	5.30E+00
1	13	1	5	-1.23E+01	-1.38E+01	3.36E+00
1	13	0	11	-1.14E+01	-1.31E+01	4.43E+00
1	13	1	7	-1.15E+01	-1.10E+01	1.57E+00
1	13	2	1	-1.41E+01	-1.70E+01	5.43E+00
1	13	2	3	-1.31E+01	-1.43E+01	3.65E+00
1	13	1	9	-1.08E+01	-8.15E+00	8.38E-02
1	13	0	13	-1.08E+01	-9.29E+00	2.30E+00
1	13	2	5	-1.23E+01	-1.16E+01	2.02E+00
1	13	1	11	-9.85E+00	-5.56E+00	-2.93E-01
1	13	2	7	-1.16E+01	-8.94E+00	7.57E-01
1	13	3	1	-1.39E+01	-1.52E+01	3.24E-01
1	13	0	15	-1.03E+01	-3.41E+00	-9.36E-01
1	13	3	3	-1.33E+01	-1.23E+01	-1.62E+00
1	13	2	9	-1.09E+01	-6.69E+00	7.53E-01
3	5	0	1	-1.59E+01	-1.50E+01	7.43E+00
3	5	0	3	-1.53E+01	-1.42E+01	7.00E+00
3	5	0	5	-1.48E+01	-1.27E+01	5.96E+00
3	5	0	7	-1.34E+01	-1.70E+01	6.51E+00
3	5	1	1	-1.33E+01	-1.63E+01	5.66E+00
3	5	1	3	-1.27E+01	-1.49E+01	4.61E+00
3	5	0	9	-1.35E+01	-1.28E+01	9.52E-01
3	5	1	5	-1.24E+01	-1.26E+01	3.00E+00
3	5	0	11	-1.32E+01	-1.24E+01	1.21E+00
3	5	1	7	-1.23E+01	-9.64E+00	-4.76E-01
3	5	2	1	-1.22E+01	-7.84E+00	-1.67E+00
3	5	2	3	-1.16E+01	-7.56E+00	-9.35E-01
3	5	1	9	-1.22E+01	-7.93E+00	-1.18E+00
3	5	0	13	-1.36E+01	-1.02E+01	-2.05E+00
3	5	2	5	-1.11E+01	-6.32E+00	-1.34E+00
3	5	1	11	-1.17E+01	-8.07E+00	-3.06E+00
3	5	2	7	-1.11E+01	-3.34E+00	-3.38E+00
3	5	3	1	-1.06E+01	-2.46E+00	-3.32E+00
3	5	0	15	-1.34E+01	-1.31E+01	-1.12E+00
3	5	3	3	-9.95E+00	-2.27E-01	-4.35E+00
3	5	2	9	-1.06E+01	-5.77E+00	-3.10E+00
3	5	1	13	-1.24E+01	-9.53E+00	-3.57E+00
3	7	0	1	-1.62E+01	-1.98E+01	1.31E+01
3	7	0	3	-1.57E+01	-1.80E+01	1.19E+01
3	7	0	5	-1.49E+01	-1.75E+01	1.14E+01
3	7	0	7	-1.40E+01	-1.68E+01	1.10E+01
3	7	1	1	-1.34E+01	-2.07E+01	1.02E+01
3	7	1	3	-1.27E+01	-2.02E+01	1.04E+01
3	7	0	9	-1.24E+01	-1.95E+01	8.98E+00
3	7	1	5	-1.21E+01	-1.84E+01	9.14E+00
3	7	0	11	-1.24E+01	-1.41E+01	4.21E+00
3	7	1	7	-1.15E+01	-1.66E+01	8.10E+00
3	7	2	1	-1.22E+01	-1.22E+01	2.87E+00
3	7	2	3	-1.16E+01	-1.18E+01	3.48E+00
3	7	1	9	-1.12E+01	-1.18E+01	3.31E+00
3	7	0	13	-1.30E+01	-9.92E+00	1.04E+00
3	7	2	5	-1.10E+01	-1.09E+01	3.47E+00
3	7	1	11	-1.11E+01	-7.60E+00	-2.57E-02
3	7	2	7	-1.06E+01	-7.80E+00	9.59E-01
3	7	3	1	-1.10E+01	-6.91E+00	-3.23E-02
3	7	0	15	-1.29E+01	-1.25E+01	2.74E+00
3	7	3	3	-1.03E+01	-4.76E+00	-9.82E-01
3	7	2	9	-9.93E+00	-5.06E+00	-3.77E-01
3	7	1	13	-1.17E+01	-9.56E+00	1.43E+00
3	7	3	5	-9.66E+00	-2.94E+00	-1.36E+00
